Geneid,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,gene_id,gene_symbol,radial_position
ENSMUSG00000031691.14,5338.989,-0.15041368883807693,0.03719493304118927,4.043929550068297,5.256271944224541e-05,0.0006954581392550328,ENSMUSG00000031691,Tnpo2,0.679088344221045
ENSMUSG00000087026.7,269.46738,-0.10159432878477016,0.13243541851792562,0.7671235529113308,0.4430080595506559,0.674020535130293,ENSMUSG00000087026,A230103J11Rik,0.679088344221045
ENSMUSG00000008167.14,621.10736,-0.19287203755218776,0.076091926876124,2.5347240564190106,0.011253593451558692,0.05547036295717673,ENSMUSG00000008167,Fbxw9,0.679088344221045
ENSMUSG00000060038.14,777.13965,-0.16273144455054428,0.07533409950122434,2.1601299494911936,0.030762611107080316,0.11737730268427694,ENSMUSG00000060038,Dhps,0.679088344221045
ENSMUSG00000005150.16,688.3646,-0.0823689099494903,0.08401236771665391,0.980437906800741,0.3268700059290397,0.5656405999098238,ENSMUSG00000005150,Wdr83,0.679088344221045
ENSMUSG00000059355.13,350.49066,-0.4509789442391248,0.24116591676101473,1.8699945261586277,0.061484577996689,0.19158372270353846,ENSMUSG00000059355,Wdr83os,0.679088344221045
ENSMUSG00000005142.10,1657.8066,-0.2549820428535422,0.1397897796888196,1.8240392353514505,0.06814614082269178,0.20556860267854826,ENSMUSG00000005142,Man2b1,0.679088344221045
ENSMUSG00000074194.4,211.44847,-0.03638586775764642,0.16157725412553592,0.22519176943913632,0.8218300920622199,0.9183630666578707,ENSMUSG00000074194,Zfp791,0.679088344221045
ENSMUSG00000031696.9,6636.3325,0.11218746445399873,0.03995863114191025,-2.8075902814481526,0.0049913686661586755,0.02926572233873836,ENSMUSG00000031696,Vps35,0.7051483178311597
ENSMUSG00000031697.12,682.75775,0.010444394327347494,0.09343466502975617,-0.11178286264547814,0.9109955759795272,0.9614741295423793,ENSMUSG00000031697,Orc6,0.7051483178311597
ENSMUSG00000036934.9,237.23428,0.03615383456198209,0.12078185586198174,-0.2993316695124748,0.7646869929026897,0.8875996844264183,ENSMUSG00000036934,4921524J17Rik,0.7051483178311597
ENSMUSG00000031700.11,2703.8152,-0.08626089084973353,0.11130406972640905,0.7750021276110307,0.4383384023766149,0.6699951275406529,ENSMUSG00000031700,Gpt2,0.7051483178311597
ENSMUSG00000031701.6,5197.5986,0.065501908022583,0.03649020949071562,-1.7950543155760446,0.07264504648337894,0.21487148130680633,ENSMUSG00000031701,Dnaja2,0.7051483178311597
ENSMUSG00000036902.11,3087.7417,0.0523146024670935,0.08387830880429552,-0.623696438481535,0.5328269624923929,0.7445479642320378,ENSMUSG00000036902,Neto2,0.7051483178311597
ENSMUSG00000031703.8,9024.496,0.027357859820826114,0.03255357018163254,-0.8403950678276767,0.4006869136366522,0.636362482682198,ENSMUSG00000031703,Itfg1,0.7051483178311597
ENSMUSG00000036879.15,3107.677,-0.048293446947835744,0.05417287457214026,0.8914691592288485,0.37267752977350177,0.6101442604165185,ENSMUSG00000036879,Phkb,0.7051483178311597
ENSMUSG00000047866.18,4049.4653,-0.049750960651448566,0.017188440993950976,2.894442879895688,0.0037983200950685594,0.023733406649141107,ENSMUSG00000047866,Lonp2,0.7051483178311597
ENSMUSG00000036840.5,853.57874,0.04870542337795116,0.05114677211953231,-0.9522677846438558,0.3409611915159205,0.5797512224186122,ENSMUSG00000036840,Siah1a,0.7051483178311597
ENSMUSG00000031652.11,6112.694,0.0012927420257305949,0.04259270746801228,-0.03035125265754618,0.9757869216693053,0.9897300858294297,ENSMUSG00000031652,N4bp1,0.7051483178311597
ENSMUSG00000097248.9,440.60736,-0.1288327286856507,0.18371535240490586,0.7012627251842586,0.48313907125855404,0.7072537284400449,ENSMUSG00000097248,Gm2694,0.7022966865900876
ENSMUSG00000031654.16,3186.8474,-0.04324026070606672,0.12873854136920437,0.33587657780011365,0.7369639402401387,0.8726108547717845,ENSMUSG00000031654,Cbln1,0.7022966865900876
ENSMUSG00000045333.15,4054.3198,0.25119554478882244,0.07551429572222869,-3.3264634515406004,0.0008795555359011673,0.007378333869822489,ENSMUSG00000045333,Zfp423,0.7022966865900876
ENSMUSG00000036810.16,1205.5651,-0.0954441867605608,0.08447258848664545,1.1298835334689654,0.2585253033401186,0.4923611576211762,ENSMUSG00000036810,Cnep1r1,0.7022966865900876
ENSMUSG00000031657.16,1792.634,0.001523663758688553,0.08299750708080034,-0.01835794606704542,0.9853533009605604,0.9941221405278066,ENSMUSG00000031657,Heatr3,0.7022966865900876
ENSMUSG00000031659.13,1452.1759,0.1712863946620418,0.2953899546167493,-0.5798653338915184,0.5620054347652839,0.7657981584116788,ENSMUSG00000031659,Adcy7,0.7022966865900876
ENSMUSG00000031660.13,2315.6174,0.027529170729180975,0.022819709396224963,-1.2063769196699363,0.22767219117606052,0.4556831408525794,ENSMUSG00000031660,Brd7,0.7022966865900876
ENSMUSG00000031661.12,434.03058,-0.3398355547783515,0.16579430531143394,2.0497420230447134,0.040389611901877884,0.1421192296343288,ENSMUSG00000031661,Nkd1,0.7031207263227097
ENSMUSG00000036712.15,10526.039,0.14144127959661967,0.03985374619020621,-3.549008389865692,0.0003866847598327254,0.003725498338039157,ENSMUSG00000036712,Cyld,0.7031207263227097
ENSMUSG00000031665.7,1134.3177,0.15616214988887156,0.06984801452285684,-2.2357421460816123,0.025368666570928372,0.10169585107338494,ENSMUSG00000031665,Sall1,0.7031207263227097
ENSMUSG00000043668.13,874.4282,0.23845748046155962,0.07810931763599613,-3.0528685652179886,0.002266651926743875,0.01569118473085095,ENSMUSG00000043668,Tox3,0.724881097283878
ENSMUSG00000056608.14,12015.593,0.018035420880338358,0.03777933151761765,-0.47738856554219056,0.6330854549992654,0.8109922181834099,ENSMUSG00000056608,Chd9,0.7113412608368274
ENSMUSG00000031666.15,3159.729,0.10952728586839428,0.030803223706412457,-3.555708548959226,0.0003769617853939508,0.003653086341827092,ENSMUSG00000031666,Rbl2,0.7106840945802233
ENSMUSG00000031667.16,4793.793,0.09515286400773151,0.02729471868611441,-3.48612730184094,0.0004900677328721341,0.004534153781162418,ENSMUSG00000031667,Aktip,0.7106840945802233
ENSMUSG00000033282.14,2926.7578,0.05614938275056116,0.05514090842261618,-1.0182890408735332,0.30854061497520857,0.5470184510571607,ENSMUSG00000033282,Rpgrip1l,0.7106840945802233
ENSMUSG00000055932.15,10315.244,0.15577923666916707,0.03950046895418252,-3.9437313225283197,8.022353427362332e-05,0.0009976408259181166,ENSMUSG00000055932,Fto,0.7106840945802233
ENSMUSG00000031734.13,186.7689,-0.3933914529215044,0.31789931050743203,1.2374718658356683,0.21591195290444842,0.44085814590422767,ENSMUSG00000031734,Irx3,0.7171141084250372
ENSMUSG00000031737.11,158.20424,-0.42606585236026523,0.24016880018490194,1.7740266513895404,0.07605874201441652,0.22161891332586645,ENSMUSG00000031737,Irx5,0.7171141084250372
ENSMUSG00000031740.8,187.47934,0.08000621589480472,0.2747879905307023,-0.29115615911848064,0.7709318906445584,0.8913527180435276,ENSMUSG00000031740,Mmp2,0.7171141084250372
ENSMUSG00000033192.5,598.7132,-0.0047611091067026315,0.11383600266032023,0.04182428226076678,0.9666387775017836,0.9857619866648656,ENSMUSG00000033192,Lpcat2,0.7171141084250372
ENSMUSG00000056973.6,138.54147,-0.8410289020100584,0.43057986613850674,1.9532471630699064,0.05079031500336696,0.16747418911838485,ENSMUSG00000056973,Ces1d,0.7125579469134544
ENSMUSG00000110559.1,119.450264,-0.5468752993666735,0.15792568629709564,3.462864795394154,0.0005344568824464033,0.004881922483002297,ENSMUSG00000110559,Gm26843,0.7125579469134544
ENSMUSG00000031748.16,23859.127,-0.16554650430496742,0.03619029627243174,4.574334044097723,4.777371060683405e-06,8.815501203615576e-05,ENSMUSG00000031748,Gnao1,0.7125579469134544
ENSMUSG00000031751.14,6280.814,-0.03615296515092299,0.02580465741984593,1.4010248058212296,0.16120665540614354,0.3688543765942062,ENSMUSG00000031751,Amfr,0.7125579469134544
ENSMUSG00000031754.10,2011.196,0.064538662079225,0.04044151019671812,-1.595851929497489,0.11052185609180117,0.28700952407206115,ENSMUSG00000031754,Nudt21,0.7125579469134544
ENSMUSG00000033009.15,9171.211,0.07153880235190457,0.05235418128118985,-1.3664391382165975,0.17180117144448082,0.38329910611055845,ENSMUSG00000033009,Ogfod1,0.7125579469134544
ENSMUSG00000031755.6,1574.8025,0.07287908354582703,0.027742986673845,-2.626937193266743,0.008615723491156843,0.044958214131660804,ENSMUSG00000031755,Bbs2,0.7125579469134544
ENSMUSG00000031760.9,3454.9023,-0.050898095464022616,0.0651830476869238,0.780848660352424,0.43489151050753927,0.6666967011133453,ENSMUSG00000031760,Mt3,0.7125579469134544
ENSMUSG00000031762.7,1092.996,0.15114187314593558,0.22537935405915324,-0.6706109961885274,0.5024683755736226,0.7228508714360491,ENSMUSG00000031762,Mt2,0.7125579469134544
ENSMUSG00000031765.8,2610.0417,-0.10731752786776153,0.17043544359583854,0.6296667266126202,0.5289126565507407,0.7422921274588985,ENSMUSG00000031765,Mt1,0.7125579469134544
ENSMUSG00000032939.14,2253.6487,0.11694147821124362,0.034210129439546974,-3.4183290191255185,0.0006300689099993714,0.005593155111449704,ENSMUSG00000032939,Nup93,0.7125579469134544
ENSMUSG00000031770.16,2519.8687,-0.062753410999879,0.13948719870550674,0.44988652422770026,0.6527922648157876,0.821924354726222,ENSMUSG00000031770,Herpud1,0.7125579469134544
ENSMUSG00000074151.13,97.209595,-0.1694373383796389,0.3287715725392562,0.5153649297322007,0.6062980344285586,0.7949858990949878,ENSMUSG00000074151,Nlrc5,0.7205039217733824
ENSMUSG00000034361.10,1233.5349,-0.18549472525447835,0.12371999395070746,1.4993108173637901,0.13379301738739616,0.3262292272288417,ENSMUSG00000034361,Cpne2,0.7205039217733824
ENSMUSG00000050079.10,3114.9316,0.022739689438435896,0.041616744985375466,-0.5464072081184351,0.5847860563926937,0.781330543483927,ENSMUSG00000050079,Rspry1,0.7205039217733824
ENSMUSG00000031776.17,4793.262,-0.04845503061373876,0.07011791837285129,0.6910506149951521,0.48953373366089625,0.7125813349358152,ENSMUSG00000031776,Arl2bp,0.7205039217733824
ENSMUSG00000031775.5,470.5727,0.025088645085956762,0.11547477043109405,-0.21726516530229975,0.8280017027426408,0.9208549475103266,ENSMUSG00000031775,Pllp,0.7205039217733824
ENSMUSG00000031778.13,9534.345,0.03105492041671591,0.08724606019907612,-0.35594639283258733,0.7218807115887533,0.8651156536308352,ENSMUSG00000031778,Cx3cl1,0.7205039217733824
ENSMUSG00000031781.14,1697.1201,-0.012219807928517968,0.05886807462931628,0.20757954129575878,0.8355572800883949,0.9250926922974445,ENSMUSG00000031781,Ciapin1,0.7205039217733824
ENSMUSG00000031782.15,1369.0463,0.23406740419644462,0.08926469140098756,-2.622172334019351,0.008737123826480172,0.045462707820150834,ENSMUSG00000031782,Coq9,0.7205039217733824
